"Area Served","Callsign","Frequency(MHz)","Purpose","Polarisation","Antenna Height (m)","Antenna Pattern","Maximum ERP (W)","Technical Specification Number","Licence Number","Site id","Site Name","Zone","Easting","Northing","Latitude","Longitude","State","BSL","Licence Area","Licence Area ID","Status"
"Derby (WA)","6DBY","97.9","Community","V","25","OD","2000","10001456","1172179","10015912","Cmty Radio Mast 2 Wodehouse St DERBY","0","0","0","17 18 50S","123 38 30E","WA","10033","DERBY RA1","","Issued"
"Derby (WA)","","101.1","HPON","V","30","OD","100","10005310","1170733","140745","Broadcast Mast  Derby Baptist Church 17 Rodgers St DERBY","0","0","0","17 19 42S","123 39 4E","WA","","","","Issued"
"Derby (WA)","6SAT","102.7","Commercial","M","45","OD","100","10001453","1384888","600767","Tower  Telstra Site Lot 6 Dampier Tce DERBY","0","0","0","17 18 47S","123 39 20E","WA","10354","REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1","","Issued"
"Derby (WA)","6FMS","104.3","Commercial","M","45","OD","100","10001452","1154839","600767","Tower  Telstra Site Lot 6 Dampier Tce DERBY","0","0","0","17 18 47S","123 39 20E","WA","10018","REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1","","Issued"
"Derby (WA)","6JJJ","105.9","Retransmission","V","30","OD","200","10001451","1145470","142525","Broadcast Site Lot 275 Loch Street DERBY","0","0","0","17 18 8S","123 37 38E","WA","","","","Issued"
"Derby (WA)","6ABCRN","107.5","National","M","45","OD","40","10001450","1198537","600767","Tower  Telstra Site Lot 6 Dampier Tce DERBY","0","0","0","17 18 47S","123 39 20E","WA","","","","Issued"
"Devonport","7RPH","96.1","Community","M","20","OD","3200","1133696","1943446","34100","Container Near TV Translator Site KELCEY TIER","0","0","0","41 12 38S","146 19 40E","TAS","5508","HOBART RA4","","Issued"
"Devonport","7AD","98.9","Commercial","M","57","DA","7000","12000089","10592122","34166","7AD-7DDD FM Mast 256 Waverley Rd DON","0","0","0","41 9 46S","146 18 43E","TAS","4218","DEVONPORT RA1","","Issued"
"Devonport","7AD","98.9","Commercial","M","57","DA","7000","12000089","10592122","34166","7AD-7DDD FM Mast 256 Waverley Rd DON","0","0","0","41 9 46S","146 18 43E","TAS","4218","DEVONPORT RA1","","Issued"
"Devonport","","101.3","HPON","M","68","OD","2000","10011353","1170823","150529","7AD-7DDD STL Mast 256 Waverley Rd DON","0","0","0","41 9 47S","146 18 39E","TAS","","","","Issued"
"Devonport","7DBS","104.7","Community","V","10","OD","2000","3150003","1154577","34109","Shell Hill Government Site FORTH","0","0","0","41 11 36S","146 16 46E","TAS","3150","WYNYARD RA1","","Issued"
"Devonport","7DDD","107.7","Commercial","M","68","DA","7000","10005571","1154751","34166","7AD-7DDD FM Mast 256 Waverley Rd DON","0","0","0","41 9 46S","146 18 43E","TAS","10353","DEVONPORT RA1","","Issued"
"Devonport","7DDD","107.7","Commercial","M","68","DA","7000","10005571","1154751","34166","7AD-7DDD FM Mast 256 Waverley Rd DON","0","0","0","41 9 46S","146 18 43E","TAS","10353","DEVONPORT RA1","","Issued"
"Devonport East","7ABCRR","100.5","National","M","50","OD","1200","6625003","1198335","40625","Broadcast Site  Kelcey Tier 9 Wrendswood Drive QUOIBA","0","0","0","41 12 39S","146 19 39E","TAS","","","","Issued"
"Devonport East","7PNN","102.1","National","M","50","OD","1200","1130806","1191724","40625","Broadcast Site  Kelcey Tier 9 Wrendswood Drive QUOIBA","0","0","0","41 12 39S","146 19 39E","TAS","","","","Issued"
"Dimbulah","4QCC","91.7","National","M","17","OD","100","10007494","1198673","40608","Broadcast Australia Site Parise Rd  5km NW of DIMBULAH","0","0","0","17 7 37S","145 4 8E","QLD","","","","Issued"
"Dimbulah","4ABCRN","93.3","National","M","17","OD","100","10007493","1198679","40608","Broadcast Australia Site Parise Rd  5km NW of DIMBULAH","0","0","0","17 7 37S","145 4 8E","QLD","","","","Issued"
"Dirranbandi","4SBSFM","95.3","Retransmission","V","50","OD","30","1131525","1188050","142651","Water Tower cnr Moore and Richardson Street DIRRANBANDI","0","0","0","28 35 5S","148 13 30E","QLD","","","","Issued"
"Dirranbandi","4JJJ","96.9","Retransmission","V","50","OD","30","1131524","1188051","142651","Water Tower cnr Moore and Richardson Street DIRRANBANDI","0","0","0","28 35 5S","148 13 30E","QLD","","","","Issued"
"Dirranbandi","4RBL","98.1","Commercial","V","50","OD","100","10013751","1158258","142651","Water Tower cnr Moore and Richardson Street DIRRANBANDI","0","0","0","28 35 5S","148 13 30E","QLD","10216","REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1","","Issued"
"Dirranbandi","4ABCRN","107.3","National","M","50","OD","50","10002741","1198746","151382","BAI Comms Site Lot 12 Whyenbah Road DIRRANBANDI","0","0","0","28 33 28S","148 15 1E","QLD","","","","Issued"
"Disney","4HI","101.3","Retransmission","V","30","OD","100","12000810","11188113","10022962","Kirkwood Site off 12541 Gregory Developmental Rd DISNEY","0","0","0","21 47 28S","146 58 14E","QLD","","","","Issued"
"Dongara","6BAY","105.1","Retransmission","V","35","DA","100","12000334","10379782","10002029","Council Site Golf Course Road PORT DENISON","0","0","0","29 16 16S","114 55 54E","WA","","","","Issued"
"Dongara","6ABCRR","106.7","Retransmission","V","35","DA","100","12000335","10379784","10002029","Council Site Golf Course Road PORT DENISON","0","0","0","29 16 16S","114 55 54E","WA","","","","Issued"
"Doomadgee","4ACR","107.7","Community","M","10","OD","10","10003482","10699534","40680","Broadcast Site Lot 7 Potter Street NICHOLSON","0","0","0","17 56 29S","138 49 27E","QLD","10189","DOOMADGEE RA1","","Issued"
"Dorrigo","2BBB","93.3","Community","M","20","OD","3200","3041602","1385127","7991","FM Station Francis Lookout DORRIGO","0","0","0","30 23 48S","152 41 18E","NSW","3041","BELLINGEN RA1","","Issued"
"Dubbo","2ZOO","92.7","Commercial","M","30","OD","10000","10002060","1151425","10792","Sappa Bulga Trig off Newell Hwy YARRABA","0","0","0","32 20 41S","148 22 53E","NSW","10054","DUBBO RA1","","Issued"
"Dubbo","2DBO","93.5","Commercial","M","30","OD","10000","10002059","1159640","153070","Broadcast Site adj water reservoir Rifle Range Road DUBBO","0","0","0","32 16 49S","148 33 13E","NSW","10053","DUBBO RA1","","Issued"
"Dubbo","2DBO","93.5","Commercial","M","20","OD","300","10002059","1159640","10006828","2DBO STL Tower 47-59 Wingewarra St DUBBO","0","0","0","32 14 59S","148 36 8E","NSW","10053","DUBBO RA1","","Issued"
"Dubbo","2DCB","94.3","Community","V","23","OD","2000","10002055","10124118","41258","AOG Site Sheraton Road DUBBO","0","0","0","32 15 11S","148 38 48E","NSW","10052","DUBBO RA2","","Issued"
"Dubbo (City)","","90.3","HPON","M","30","OD","100","10004645","1153547","130174","Radio 2DU / 2ZOO Studios 33 Carrington Av DUBBO","0","0","0","32 14 46S","148 36 17E","NSW","","","","Issued"
"Dubbo (City)","2ZOO","91.1","Commercial","M","23","DA","100","1130143","10212149","130174","Radio 2DU / 2ZOO Studios 33 Carrington Av DUBBO","0","0","0","32 14 46S","148 36 17E","NSW","10054","DUBBO RA1","","Issued"
"Dubbo (City)","2WPR","95.9","National","M","25","OD","1000","10013635","1189250","10943","Telstra Radio Terminal Buninyong Hill Near DUBBO","0","0","0","32 14 12S","148 40 39E","NSW","","","","Issued"
"Dubbo (City)","2SBSFM","100.5","Retransmission","M","20","OD","20","1132337","1186127","10635","Dubbo Radio Cabs Reservoir Narromine Road DUBBO","0","0","0","32 14 14S","148 34 50E","NSW","","","","Issued"
"Dugald River Mine","4JJJ","89.7","Retransmission","V","10","OD","20","1137969","1991648","9017286","Telstra RT  DUGALD RIVER MINE","0","0","0","20 13 53S","140 8 28E","QLD","","","","Issued"
"Dugald River Mine","4ABCRN","91.3","Retransmission","V","10","OD","20","1137970","1991649","9017286","Telstra RT  DUGALD RIVER MINE","0","0","0","20 13 53S","140 8 28E","QLD","","","","Issued"
"Dugald River Mine","4BRZ","92.9","Retransmission","V","10","OD","20","1137971","1991650","9017286","Telstra RT  DUGALD RIVER MINE","0","0","0","20 13 53S","140 8 28E","QLD","","","","Issued"
"Dugald River Mine","4RBL","94.5","Retransmission","V","10","OD","20","1137972","1991651","9017286","Telstra RT  DUGALD RIVER MINE","0","0","0","20 13 53S","140 8 28E","QLD","","","","Issued"
"Dullingari","5JJJ","105.3","Retransmission","V","80","OD","25","1137299","1963918","25704","Bcast / Comms Mast  Santos Ltd Site Off Moomba - Dullingari Rd DULLINGARI","0","0","0","28 8 31S","140 52 2E","SA","","","","Issued"
"Dullingari","5ABCRR","106.9","Retransmission","V","80","OD","25","1137300","1963923","25704","Bcast / Comms Mast  Santos Ltd Site Off Moomba - Dullingari Rd DULLINGARI","0","0","0","28 8 31S","140 52 2E","SA","","","","Issued"
"Dunedoo","2TRR","96.1","Community","V","20","OD","1000","1133230","1170989","153599","Three Rivers Radio Mast Reservoir  off Rhodes St DUNEDOO","0","0","0","32 1 43S","149 23 54E","NSW","1170568","DUNEDOO RA1","","Issued"
"Dysart","","90.9","HPON","M","60","OD","50","10007949","1171019","18852","Nominal Planning Site Bradford St DYSART","0","0","0","22 35 30S","148 20 25E","QLD","","","","Issued"
"Dysart","4QAA","91.7","National","M","70","OD","160","2157001","1198674","151639","Broadcast Australia site off Dysart Rd DENHAM RANGE","0","0","0","22 34 48S","148 19 6E","QLD","","","","Issued"
"Dysart","4ABCRN","93.3","National","M","70","OD","160","2156001","1198680","151639","Broadcast Australia site off Dysart Rd DENHAM RANGE","0","0","0","22 34 48S","148 19 6E","QLD","","","","Issued"
"Eagle Heights","4BRZ","88.9","Commercial","M","20","OD","50","10011919","1991704","13995","Telstra Site 185-187 Long Rd TAMBORINE MOUNTAIN","0","0","0","27 55 34S","153 11 60E","QLD","1150711","REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1","","Issued"
"Eagle Heights","4RBL","91.3","Commercial","M","20","OD","50","6560001","1991705","13995","Telstra Site 185-187 Long Rd TAMBORINE MOUNTAIN","0","0","0","27 55 34S","153 11 60E","QLD","10216","REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1","","Issued"
"East Palmerston","4ZKZ","103.3","Commercial","M","30","OD","50","10011970","1157336","440422","Broadcast Site Palmerston Highway East PALMERSTON","0","0","0","17 36 30S","145 50 47E","QLD","10319","INNISFAIL RA1","","Issued"
"Eastern Creek Mine","4RBL","104.1","Retransmission","V","25","OD","50","1135030","1940705","9011620","Eastern Creek Repeater Site NEWLANDS MINE","0","0","0","21 12 20S","148 0 14E","QLD","","","","Issued"
"Echuca","3GRR","104.7","Community","M","20","DA","5000","10005447","1148661","134142","Cmty Radio Mast Echuca East Rec Reserve  36-54 Sutton St ECHUCA","0","0","0","36 8 16S","144 45 41E","VIC","10419","ECHUCA RA1","","Issued"
"Eden","2EEE","103.9","Commercial","M","30","DA","1000","12000321","11017317","102258","East Coast Radio Site Bimmil Hill  Bimmil Firetrail EDEN","0","0","0","37 0 40S","149 53 23E","NSW","10306","BEGA RA1","","Issued"
"Eden","2SEA","104.7","Community","M","20","OD","300","10013098","1171087","9145","Broadcast Australia Site Bimmil Hill  Bimmil Firetrail EDEN","0","0","0","37 0 40S","149 53 23E","NSW","1150817","EDEN RA1","","Issued"
"Eden","2EC","105.5","Commercial","M","30","OD","1000","10004661","1154118","102258","East Coast Radio Site Bimmil Hill  Bimmil Firetrail EDEN","0","0","0","37 0 40S","149 53 23E","NSW","4107","BEGA RA1","","Issued"
"Eden","2BA","106.3","National","M","41","OD","50","4006003","1198650","9145","Broadcast Australia Site Bimmil Hill  Bimmil Firetrail EDEN","0","0","0","37 0 40S","149 53 23E","NSW","","","","Issued"
"Eden","","107.1","HPON","M","30","OD","1000","10008384","1170204","102258","East Coast Radio Site Bimmil Hill  Bimmil Firetrail EDEN","0","0","0","37 0 40S","149 53 23E","NSW","","","","Issued"
"Eden","2ABCRN","107.9","National","M","41","OD","50","4978004","1198653","9145","Broadcast Australia Site Bimmil Hill  Bimmil Firetrail EDEN","0","0","0","37 0 40S","149 53 23E","NSW","","","","Issued"
"Eidsvold","4ABCRN","102.7","National","M","10","OD","50","10007587","1152744","151527","Broadcast Australia Site Hospital Hill  Reservoir Road EIDSVOLD","0","0","0","25 23 6S","151 7 23E","QLD","","","","Issued"
"Eidsvold","4SBSFM","104.3","Retransmission","V","20","OD","50","1135901","1946179","16472","Council Site Reservoir Hospital Hill  Reservoir Rd EIDSVOLD","0","0","0","25 23 6S","151 7 26E","QLD","","","","Issued"
"Eighty Mile Beach","6ABCRR","88.9","Retransmission","V","20","OD","10","10012433","1157845","37271","Broadcast/Telstra Site 80 Mile Beach Caravan Pk WALLAL DOWNS STATION","0","0","0","19 45 16S","120 40 22E","WA","","","","Issued"
"Eildon","3ABCRN","97.3","National","M","16","DA","100","10007077","1152871","40664","Broadcast Australia Site  WIGHTMANS HILL","0","0","0","37 16 36S","145 51 1E","VIC","","","","Issued"
"Eildon","3ABCRR","98.1","National","M","16","DA","100","10007078","1152867","40664","Broadcast Australia Site  WIGHTMANS HILL","0","0","0","37 16 36S","145 51 1E","VIC","","","","Issued"
"Einasleigh","4JJJ","93.7","Retransmission","M","10","OD","10","1131133","1180796","199236","Broadcast Site Railway Station EINASLEIGH","0","0","0","18 30 53S","144 5 23E","QLD","","","","Issued"
"Einasleigh","4ABCRN","95.3","Retransmission","M","10","OD","20","10004177","1150374","199236","Broadcast Site Railway Station EINASLEIGH","0","0","0","18 30 53S","144 5 23E","QLD","","","","Issued"
"Einasleigh","4ABCRR","96.9","Retransmission","M","10","OD","20","10004178","1150379","199236","Broadcast Site Railway Station EINASLEIGH","0","0","0","18 30 53S","144 5 23E","QLD","","","","Issued"
"Elliott","8KIN","102.9","Community","V","30","OD","800","1137880","10985048","500755","Cmty Radio Site Lot 134 Stuart Hwy ELLIOTT","0","0","0","17 33 19S","133 32 40E","NT","10181","CENTRAL ZONE RA2","","Issued"
"Elliston","5CCC","89.9","Commercial","V","20","DA","100","12000486","11176559","151123","Broadcast Site BRAMFIELD HILL","0","0","0","33 35 6S","134 58 9E","SA","10352","PORT LINCOLN RA1","","Issued"
"Elliston","5CC","93.9","Commercial","V","20","DA","100","12000487","11176549","151123","Broadcast Site BRAMFIELD HILL","0","0","0","33 35 6S","134 58 9E","SA","1639","PORT LINCOLN RA1","","Issued"
"Emerald","4PNN","89.1","National","M","86","DA","8000","10008689","1566064","17881","Telstra Radio Terminal EMERALD","0","0","0","23 28 28S","148 9 4E","QLD","","","","Issued"
"Emerald","4ABCFM","90.7","National","M","86","DA","8000","10010515","1156896","17881","Telstra Radio Terminal EMERALD","0","0","0","23 28 28S","148 9 4E","QLD","","","","Issued"
"Emerald","","92.3","HPON","M","20","OD","10","10007997","1170743","139205","Broadcast Site 9-13 Gladstone St EMERALD","0","0","0","23 31 50S","148 9 16E","QLD","","","","Issued"
"Emerald","4SBSFM","93.1","Retransmission","V","10","OD","250","1132639","1564119","137475","Sewerage Treatment Plant Park Avenue EMERALD","0","0","0","23 30 18S","148 10 29E","QLD","","","","Issued"
"Emerald","4ABCRN","93.9","National","M","86","DA","8000","1330001","1150303","17881","Telstra Radio Terminal EMERALD","0","0","0","23 28 28S","148 9 4E","QLD","","","","Issued"
"Emerald","4HIT","94.7","Commercial","M","35","OD","5000","10005126","1151598","17879","Commercial TV site Between Caringal Road and Gregory Hwy EMERALD","0","0","0","23 28 34S","148 9 1E","QLD","10333","EMERALD RA1","","Issued"
"Emerald","","95.5","HPON","M","75","DA","4500","10007840","1155137","17881","Telstra Radio Terminal EMERALD","0","0","0","23 28 28S","148 9 4E","QLD","","","","Issued"
"Emmaville","2ABCRN","93.1","National","M","18","OD","50","2148001","1198603","151357","Broadcast Site The Gap Range 1.5 km S of EMMAVILLE","0","0","0","29 27 21S","151 36 19E","NSW","","","","Issued"
"Eneabba","6FMS","102.1","Commercial","V","22","OD","60","10000887","1384894","30714","Broadcast Site Ocean Hill ENEABBA","0","0","0","29 49 56S","115 20 6E","WA","10354","REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1","","Issued"
"Eneabba","6SAT","103.7","Commercial","V","22","OD","30","10002387","1158232","30714","Broadcast Site Ocean Hill ENEABBA","0","0","0","29 49 56S","115 20 6E","WA","10018","REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1","","Issued"
"Eneabba","6ABCRN","107.7","National","M","21","OD","50","10000097","1198549","41033","Broadcast Site Town Water Site ENEABBA","0","0","0","29 49 5S","115 16 39E","WA","","","","Issued"
"Ernabella","8KIN","102.9","Community","V","10","OD","20","10002891","1385274","153305","PY Media Site Adj Water Reservoirs  off Kali Cres PUKATJA","0","0","0","26 16 47S","132 7 54E","SA","10181","CENTRAL ZONE RA2","","Issued"
"Ernabella","5ACR","106.1","Community","V","10","OD","10","10002892","10762648","153305","PY Media Site Adj Water Reservoirs  off Kali Cres PUKATJA","0","0","0","26 16 47S","132 7 54E","SA","10152","ERNABELLA RA1","","Issued"
"Ernest Henry Mine","4JJJ","89.3","Retransmission","V","5","OD","5","10010923","1156701","480317","Crusher Control Room ERNEST HENRY MINE","0","0","0","20 26 24S","140 42 50E","QLD","","","","Issued"
"Ernest Henry Mine","4ABCFM","90.5","Retransmission","V","5","OD","5","10003733","1156702","480317","Crusher Control Room ERNEST HENRY MINE","0","0","0","20 26 24S","140 42 50E","QLD","","","","Issued"
"Ernest Henry Mine","4ABCRR","100.5","Retransmission","M","60","OD","50","1137207","1156700","150610","Control Tower ERNEST HENRY MINE","0","0","0","20 26 33S","140 43 5E","QLD","","","","Issued"
"Eromanga","4SBSFM","89.3","Retransmission","M","30","OD","30","1131521","1188072","15368","SES Site Lot 301 Webber street EROMANGA","0","0","0","26 40 8S","143 16 10E","QLD","","","","Issued"
"Esperance","","89.5","HPON","V","82","OD","1200","10000969","1152332","152987","Broadcast Site Lot 301 The Esplanade ESPERANCE","0","0","0","33 51 45S","121 53 32E","WA","","","","Issued"
"Esperance","6SEA","102.3","Commercial","M","82","OD","5000","10004947","1152730","30253","Telstra Site Wireless Hill ESPERANCE","0","0","0","33 52 30S","121 53 41E","WA","10320","ESPERANCE RA1","","Expired"
"Esperance","6SEA","102.3","Commercial","V","17","DA","2500","10004947","10164465","30266","6SEA FM Mast Lot 668 Doust St  Wireless Hill WEST BEACH","0","0","0","33 52 31S","121 53 40E","WA","10320","ESPERANCE RA1","","Issued"
"Esperance","6PNN","103.1","National","M","81","OD","5000","1130984","1564998","30253","Telstra Site Wireless Hill ESPERANCE","0","0","0","33 52 30S","121 53 41E","WA","","","","Issued"
"Esperance","6ESP","103.9","Community","V","19","DA","1400","10004991","1170082","30266","6SEA FM Mast Lot 668 Doust St  Wireless Hill WEST BEACH","0","0","0","33 52 31S","121 53 40E","WA","10328","ESPERANCE RA2","","Issued"
"Esperance","6ABCFM","104.7","National","M","81","OD","2000","10000594","1198506","30253","Telstra Site Wireless Hill ESPERANCE","0","0","0","33 52 30S","121 53 41E","WA","","","","Issued"
"Esperance","6JJJ","105.5","Retransmission","M","82","OD","500","10004992","1154125","30253","Telstra Site Wireless Hill ESPERANCE","0","0","0","33 52 30S","121 53 41E","WA","","","","Issued"
"Esperance","6ABCRN","106.3","National","M","81","OD","2000","10000593","1198523","30253","Telstra Site Wireless Hill ESPERANCE","0","0","0","33 52 30S","121 53 41E","WA","","","","Issued"
"Eulo","4SBSFM","104.9","Retransmission","V","30","OD","30","9727001","1908595","15607","Broadcast Site Water Tank Adventure Way EULO","0","0","0","28 9 37S","145 2 53E","QLD","","","","Issued"
"Euroa","","99.3","HPON","M","30","OD","10","10007966","1170825","142665","Seven Creeks Run Seven Creeks Run Road EUROA","0","0","0","36 45 10S","145 35 19E","VIC","","","","Issued"
"Exmouth","","95.7","HPON","M","30","OD","50","10000722","1152334","153381","Broadcast Site Truscott Memorial Club Payne St EXMOUTH","0","0","0","21 55 46S","114 7 31E","WA","","","","Issued"
"Exmouth","6JJJ","98.1","Retransmission","V","30","OD","100","10000719","1152836","153134","Nominal Planning Site Welch St EXMOUTH","0","0","0","21 56 39S","114 7 51E","WA","","","","Issued"
"Exmouth","6SBSFM","98.9","Retransmission","V","30","OD","100","1132701","1567350","137271","Shire Works Depot Site 17 Welch St EXMOUTH","0","0","0","21 56 42S","114 7 44E","WA","","","","Issued"
"Exmouth","6SAT","99.7","Commercial","M","20","DA","50","10000717","1153255","137271","Shire Works Depot Site 17 Welch St EXMOUTH","0","0","0","21 56 42S","114 7 44E","WA","10018","REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1","","Issued"
"Exmouth","6FMS","102.9","Commercial","M","20","DA","50","1136651","10299300","137271","Shire Works Depot Site 17 Welch St EXMOUTH","0","0","0","21 56 42S","114 7 44E","WA","10354","REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1","","Issued"
"Exmouth","6ABCRN","107.7","National","M","40","OD","50","10000715","1198550","31918","Broadcast Australia Site Lot 43 Murat Rd EXMOUTH","0","0","0","21 55 7S","114 7 16E","WA","","","","Issued"
"Extension Hill Mine","6FMS","102.5","Retransmission","V","50","OD","25","1134108","1933176","139693","Mine Admin Area off Great Northern Hwy EXTENSION HILL MINE","0","0","0","29 34 19S","117 8 43E","WA","","","","Issued"
"Extension Hill Mine","6ABCRN","104.1","Retransmission","V","50","OD","25","1134107","1933175","139693","Mine Admin Area off Great Northern Hwy EXTENSION HILL MINE","0","0","0","29 34 19S","117 8 43E","WA","","","","Issued"
"Falls Creek","2BDR","94.1","Commercial","M","10","DA","1000","10011812","1154676","55649","Ski Patrol Buildings FALLS CREEK","0","0","0","36 52 15S","147 16 33E","VIC","1150011","ALBURY RA1","","Issued"
"Falls Creek","2AAY","100.5","Commercial","M","30","DA","1000","10013681","1158226","55649","Ski Patrol Buildings FALLS CREEK","0","0","0","36 52 15S","147 16 33E","VIC","10289","ALBURY RA1","","Issued"
"Finke","8KIN","102.9","Community","V","8","OD","40","10003098","1385275","2682","Telstra Site  FINKE","0","0","0","25 35 6S","134 34 24E","NT","10181","CENTRAL ZONE RA2","","Issued"
"Finke","8ACR","106.1","Community","V","10","OD","40","10003013","1154021","2682","Telstra Site  FINKE","0","0","0","25 35 6S","134 34 24E","NT","10116","FINKE RA1","","Issued"
"Fitzroy Crossing","6FMS","102.9","Retransmission","V","25","OD","50","4749049","1151347","32597","Broadcast Site adjacent to ATC Site FITZROY CROSSING","0","0","0","18 11 25S","125 34 5E","WA","","","","Issued"
"Fitzroy Crossing","6ABCRR","106.1","National","M","27","OD","100","10001770","1198516","151740","Telstra Site 97 Fallon Rd FITZROY CROSSING","0","0","0","18 11 23S","125 33 56E","WA","","","","Issued"
"Fitzroy Crossing","6ABCRN","107.7","National","M","27","OD","100","10001769","1198551","151740","Telstra Site 97 Fallon Rd FITZROY CROSSING","0","0","0","18 11 23S","125 33 56E","WA","","","","Issued"
"Flowerdale/Hazeldene","3ABCRR","97.3","Retransmission","V","15","OD","100","1130751","1159647","10000469","Telstra Site 34 Broome Road FLOWERDALE","0","0","0","37 20 33S","145 16 55E","VIC","","","","Issued"
"Flowerdale/Hazeldene","3ABCRN","98.1","Retransmission","V","15","OD","100","1130752","1159646","10000469","Telstra Site 34 Broome Road FLOWERDALE","0","0","0","37 20 33S","145 16 55E","VIC","","","","Issued"
"Flowerdale/Hazeldene","3UGE","98.9","Community","V","15","DA","100","1138014","10263595","10000469","Telstra Site 34 Broome Road FLOWERDALE","0","0","0","37 20 33S","145 16 55E","VIC","10411","ALEXANDRA/EILDON RA1","","Issued"
"Forsayth","4JJJ","103.7","Retransmission","M","15","OD","10","1130359","1180800","21432","QR Site FORSAYTH","0","0","0","18 35 15S","143 36 9E","QLD","","","","Issued"
"Forsayth","4ABCRR","105.3","Retransmission","V","10","OD","10","1415019","511190","21432","QR Site FORSAYTH","0","0","0","18 35 15S","143 36 9E","QLD","","","","Issued"
"Forsayth","4ABCRN","106.9","Retransmission","M","10","OD","20","1984005","511191","21432","QR Site FORSAYTH","0","0","0","18 35 15S","143 36 9E","QLD","","","","Issued"
"Forster","2RE","100.3","Commercial","M","20","DA","1600","4131003","10285963","10006788","Broadcast site Hillcrest Rd MINIMBAH","0","0","0","32 9 29S","152 22 34E","NSW","4131","TAREE RA1","","Issued"
"Forster","2GLA","101.5","Community","V","30","DA","10000","1583001","1385136","7463","FM Site Cabbage Tree Mountain UPPER MYALL","0","0","0","32 15 27S","152 7 14E","NSW","1583","FORSTER RA1","","Issued"
"Fortnum Mine","6FMS","102.1","Commercial","V","20","OD","30","10001048","1384906","40936","Broadcast Site FORTNUM MINE","0","0","0","25 19 5S","118 20 33E","WA","10354","REMOTE COMMERCIAL RADIO SERVICE WESTERN ZONE RA1","","Issued"
"Foster","3MFM","89.5","Community","V","20","DA","1000","1912003","1385168","40859","3-MFM Site MT HODDLE","0","0","0","38 41 30S","146 8 44E","VIC","1912","LEONGATHA RA1","","Issued"
"Frankston","3RPP","98.3","Community","M","20","OD","10","10009573","1156105","152988","Broadcast Site Somerset cnr Overport Rd Overport Park FRANKSTON","0","0","0","38 10 47S","145 7 15E","VIC","1969","MORNINGTON RA1","","Issued"
"Fregon","5ACR","106.1","Community","V","10","OD","10","10002893","10762651","151472","PY Media Studio 13 Tjuntun Place KALTJITI","0","0","0","26 45 50S","132 1 41E","SA","10153","FREGON RA1","","Issued"
"Fremantle","6WSM","91.3","Community","V","20","OD","200","10010710","1171457","151225","Community Radio Broadcast Site View Tce EAST FREMANTLE","0","0","0","32 1 60S","115 46 14E","WA","1150794","FREMANTLE RA1","","Issued"
"Fremantle","6CCR","107.9","Community","V","20","DA","1000","10010198","1385206","151225","Community Radio Broadcast Site View Tce EAST FREMANTLE","0","0","0","32 1 60S","115 46 14E","WA","3131","FREMANTLE RA1","","Issued"
"Gairdner","6JJJ","104.9","Retransmission","M","60","OD","100","10001089","1159654","28561","Keating Site Lot 1492 Gairdner Sth Rd  5km SE of GAIRDNER","0","0","0","34 14 3S","118 59 20E","WA","","","","Issued"
"Galiwinku","8ABCRR","105.9","National","M","32","OD","50","10003171","1198357","1592","BAI Comms Site Lot 1647 off Guluwurru St GALIWINKU","0","0","0","12 1 18S","135 34 25E","NT","","","","Issued"
"Galiwinku","8ACR","106.7","Community","V","10","OD","30","10003015","10308373","10002199","Council Services Site Lot 263 Rarrapul St GALIWINKU","0","0","0","12 1 27S","135 33 57E","NT","10117","GALIWINKU RA1","","Issued"
"Galiwinku","8ABCRN","107.5","National","M","27","OD","50","10003170","1198354","1592","BAI Comms Site Lot 1647 off Guluwurru St GALIWINKU","0","0","0","12 1 18S","135 34 25E","NT","","","","Issued"
"Garden Well Mine","6FMS","103.3","Retransmission","V","20","OD","20","1137305","1963937","141365","Broadcast Mast  Regis Resources Bandya Rd GARDEN WELL MINE","0","0","0","27 53 34S","122 21 54E","WA","","","","Issued"
"Garden Well Mine","6ABCRR","104.9","Retransmission","V","20","OD","20","1137304","1963936","141365","Broadcast Mast  Regis Resources Bandya Rd GARDEN WELL MINE","0","0","0","27 53 34S","122 21 54E","WA","","","","Issued"
"Garden Well Mine","6JJJ","106.5","Retransmission","V","20","OD","20","1137303","1963935","141365","Broadcast Mast  Regis Resources Bandya Rd GARDEN WELL MINE","0","0","0","27 53 34S","122 21 54E","WA","","","","Issued"
"Gayndah","4BRR","91.5","Community","V","30","OD","1000","10008541","1170638","137548","Broadcast Tower Council Site MT GAYNDAH","0","0","0","25 36 17S","151 32 25E","QLD","1150107","GAYNDAH RA1","","Issued"
"Geelong","","89.3","HPON","M","30","OD","250","10009639","1170750","8000005","Broadcast Site Brownhill Heights Reserve CERES","0","0","0","38 10 25S","144 18 1E","VIC","","","","Issued"
